production_budget,worldwide_gross,title_year,aspect_ratio,duration.1,cast_total_facebook_likes,imdb_score
40000000,19417182,2000,2.35,102,14463,5.1
40000000,14942422,1995,1.85,101,14008,5.9
40000000,14448589,2002,2.35,103,12566,5.8
40000000,14375181,1987,1.85,107,3374,4.2
40000000,14358033,1992,2.35,99,2125,5.9
40000000,39753957,2009,2.35,109,20503,5.9
40000000,21215882,2004,1.85,91,3974,4.8
40000000,13508635,1999,1.85,106,4327,6.3
40000000,35195939,2004,1.85,103,3639,6.2
40000000,13208023,2002,2.35,101,4262,3.3
40000000,12345883,2008,2.35,100,4103,6.5
40000000,13644292,2015,2.35,115,1686,5.8
40000000,10717421,1999,1.85,83,4024,4.1
40000000,17033431,2009,2.35,108,14127,6.8
40000000,10070651,2003,1.85,89,3096,5.8
40000000,7000000,1980,2.35,119,1883,4.7
40000000,26738000,2015,1.85,159,554,8.4
40000000,7974607,2001,1.85,102,2664,6.2
40000000,33175076,2015,2.35,110,12876,6
40000000,33175076,2015,2.35,110,12876,6
40000000,33175076,2015,2.35,110,12876,6
40000000,12624471,2002,2.35,93,4123,4.5
40000000,16172200,2001,2.35,84,1149,5.8
40000000,88069880,2013,1.85,126,12286,7
40000000,32030610,2007,2.35,107,11623,7.3
40000000,14938149,1994,1.85,111,2612,7.3
40000000,915840,2008,1.85,94,2449,4.4
40000000,7729552,2007,2.35,101,504,6.9
40000000,20722450,2006,2.35,93,15638,5.1
40000000,119627047,2008,2.35,150,2172,7.4
40000000,463730,2004,1.85,93,5240,5.7
40000000,38899792,2007,2.35,113,6267,7.1
40000000,27000381,2011,1.85,90,3243,6.8
40000000,155403,2014,2.126976154,88,196,6.4
39000000,102332135,2009,2.35,107,568,7.1
39000000,59950623,1983,2.35,125,2329,4.9
39000000,69538833,2007,1.85,102,1930,5.6
39000000,81150788,2012,1.85,87,4774,7
39000000,37956589,1996,2.35,93,2176,5.7
39000000,40319440,2005,2.35,119,2853,8
39000000,6429865,2004,2.35,110,2972,5.3
38000000,182365114,2002,2.35,108,4251,6.1
38000000,205298907,2009,2.35,96,22436,6.5
38000000,119721296,2002,1.85,100,18291,5.1
38000000,120000000,1994,2.35,118,6427,6.6
38000000,107597242,2015,1.85,94,3552,4.4
38000000,61894591,2012,2.35,115,216,8.3
38000000,116809717,2011,2.35,120,36062,6.9
38000000,73956241,1999,1.85,146,20516,7.6
38000000,94763758,2013,2.35,127,17551,6.4
38000000,57753825,2001,2.35,123,2912,6.2
38000000,50970660,2002,2.35,115,3770,5.6
38000000,110678636,2016,2.35,112,19974,5.2
38000000,98230839,2013,2.35,123,37206,8.1
38000000,29544532,2001,1.85,102,1440,5.6
38000000,24515990,2001,1.85,98,2765,5.5
38000000,58394308,1999,2.35,133,42344,6.7
38000000,17378193,1996,2.35,118,24547,6.1
38000000,19317765,2001,2.35,105,1265,6.2
38000000,27501814,1982,2.35,109,1757,8.2
38000000,10229300,1996,2.35,129,16237,6.6
38000000,17830244,2008,2.35,90,15494,6.5
38000000,6504442,1997,2.35,118,74,6.4
38000000,623374,2001,2.35,110,2120,5.2
38000000,5473041,2007,1.85,97,4900,4.8
37500000,120925697,2012,2.35,110,13396,5.7
37500000,58792011,2012,1.85,144,427,7.1
37500000,9813309,2008,2.35,130,5162,7.3
37000000,267816276,2013,2.35,118,3425,7
37000000,173567581,2015,2.35,133,15106,7.7
37000000,152566881,2010,2.35,150,14296,7.6
37000000,168167798,2008,1.85,96,36093,7
37000000,101857425,2008,2.35,96,18178,6
37000000,99595932,2016,2.35,110,4882,6.1
37000000,55909910,2010,2.35,107,14483,5.6
37000000,97143987,2011,2.35,114,19904,6
37000000,67029956,2008,2.35,81,2268,4.5
37000000,48446802,1999,2.35,188,1906,8
37000000,24935799,2015,1.85,105,44037,5.4
37000000,24935799,2015,1.85,105,44037,5.4
36500000,15000000,2009,2.126976154,115,599,5.3
36000000,102226631,2002,1.85,116,20970,7
36000000,117448157,1999,1.85,93,2986,6.3
36000000,160000000,1983,2.35,121,762,6.2
36000000,65967750,2010,1.85,101,1272,6.4
36000000,50159144,1997,2.35,93,1874,6.9
36000000,57824533,2014,1.85,107,13904,6.4
36000000,43797731,2003,2.35,109,16611,6.1
36000000,23360779,2000,2.35,124,10838,5.7
36000000,14378353,1999,2.35,127,2393,6.8
36000000,13052741,1996,1.85,130,3968,6.7
36000000,12532777,1997,2.35,106,1942,7.8
36000000,2954405,2000,1.85,95,2928,5.3
36000000,156835197,2015,2.35,105,615,7.2
36000000,4020990,2011,2.35,102,3497,5.9
35200000,38283765,2003,1.85,95,4537,5.4
35000000,305705794,2009,1.85,129,3389,7.7
35000000,411348924,1989,1.85,126,2725,7.6
35000000,310332636,1999,2.35,95,47203,6.6
35000000,252276928,2010,2.35,110,25964,7.7
35000000,319700000,1992,2.35,121,1446,6.7
35000000,175361578,2013,2.35,120,5826,5.7
35000000,326073155,2006,2.35,109,23923,6.8
35000000,212417601,2011,2.35,106,18669,6.9
35000000,197692062,2001,1.85,88,4499,5.4
35000000,140561831,2015,2.35,129,1450,6.3
35000000,114962525,2013,2.35,125,19809,7.5
35000000,139000000,1979,2.35,143,16007,6.4
35000000,157852532,2008,2.35,123,25661,6.8
35000000,218535708,2008,2.35,101,1026,6.1
35000000,182291969,1991,2.35,128,24006,7.3
35000000,231716374,1996,1.85,162,15912,7.4
35000000,102115888,2005,1.85,105,2689,5.9
35000000,90221182,2012,2.35,134,1050,6.2
35000000,126204977,1997,2.35,138,19129,8.3
35000000,83109359,2005,2.35,100,2968,6.2
35000000,83226569,1997,1.85,90,23504,6.3
35000000,85911226,2000,2.35,109,2474,6.3
35000000,113354449,1995,2.35,108,1715,5.8
35000000,65063726,2006,1.85,75,13125,5.6
35000000,60376247,2010,2.35,123,2259,7.2
35000000,56968169,1998,1.85,132,29265,6.4
35000000,146595891,2011,2.35,109,20956,6.6
35000000,104444374,2016,2.35,92,17860,6
35000000,96096018,2007,2.35,87,16571,6.3
35000000,53293628,2003,1.85,109,4231,6.9
35000000,95104304,2009,1.85,88,53370,5.4
35000000,48169910,1992,1.85,202,20143,7.7
35000000,89102315,2009,2.35,92,2184,6.6
35000000,58894863,2005,2.35,98,4879,5.9
35000000,70187088,2007,2.35,91,52566,5.3
35000000,65303052,1997,2.35,147,56014,7.8
35000000,85761789,2008,2.35,103,16249,5.4
35000000,103787401,2002,1.85,100,17902,6.7
35000000,77392139,2004,1.85,104,41701,6.2
35000000,65084116,2011,1.85,112,2371,5.9
35000000,46309644,2006,2.35,101,966,6.8
35000000,165103952,2011,2.35,109,34011,6.7
35000000,75281179,2010,2.35,104,3356,5.3
35000000,84606030,2011,2.35,137,36258,6.6
35000000,45680201,2015,2.35,87,1679,5.1
35000000,50359876,2015,2.35,123,13371,7.1
35000000,115476509,2004,1.85,98,28027,7.3
35000000,99423000,1994,2.35,102,5443,3.8
35000000,33422806,2001,2.35,95,2643,4.8
35000000,33500620,1976,1.85,102,677,7.3
35000000,111854182,2002,1.85,150,1075,8.5
35000000,68712365,2001,2.35,122,41636,6.8
35000000,68712365,2001,2.35,122,41636,6.8
35000000,77220596,2008,2.35,112,3185,6.2
35000000,30307804,2002,2.35,101,3001,5.2
35000000,97799865,2010,2.35,109,855,6.1
35000000,52649951,2008,2.35,101,3612,6.2
35000000,54768418,1990,1.37,103,4722,6.2
35000000,86648359,2011,2.35,106,561,5
35000000,27107960,1980,2.35,111,2603,6.4
35000000,73026302,2008,1.85,82,3266,4.5
35000000,26613620,1999,2.35,112,5709,6.6
35000000,35426759,2012,2.35,101,2471,5.1
35000000,37066129,2004,2.35,102,3592,6.2
35000000,25078937,1997,1.85,155,19689,6.6
35000000,28391473,1992,2.35,140,1394,6.6
35000000,22913677,2004,1.85,96,17292,6.3
35000000,31393201,2012,2.35,91,24669,6.5
35000000,34480045,2013,2.35,109,2073,6.2
35000000,64188387,2005,1.85,76,1908,5.6
35000000,33422485,2000,2.35,107,22974,7.4
35000000,20606053,2007,2.35,120,1082,6.7
35000000,29882645,2002,2.35,125,3142,6.5
35000000,39340177,2010,1.85,92,6327,3.8
35000000,15471969,2012,1.85,93,1361,5.2
35000000,63211088,2007,2.35,92,32875,6.2
35000000,14471440,1991,2.35,115,1290,5.7
35000000,61721826,2011,1.85,139,13021,6.7
35000000,13264986,2001,1.85,94,1668,6
35000000,12506188,2006,1.85,83,5022,4.2
35000000,24405825,2001,2.35,111,19805,6.8
35000000,31878891,2009,2.35,100,5890,7.3
35000000,18376443,2014,1.85,109,1458,5.7
35000000,18376443,2014,1.85,109,1458,5.7
35000000,10319915,1998,2.35,91,1352,4.8
35000000,12254746,2009,2.35,101,1947,5.5
35000000,12819501,2015,2.35,91,1564,5.4
35000000,15461638,2006,1.85,96,24640,7.3
35000000,61173364,2015,2.35,123,23031,7.4
35000000,27480015,2013,2.35,141,301,7.1
35000000,10157534,2008,2.35,103,6563,6
35000000,42064105,2006,2.35,117,3611,6.9
35000000,16830252,2002,1.85,114,1005,6.3
35000000,6448817,1997,2.35,101,1993,4.6
35000000,4651977,1992,2.35,114,4334,6.9
35000000,2221994,1997,2.35,121,3125,6.4
35000000,2000000,2012,2.35,105,23122,5.7
35000000,1500000,1980,2.35,156,1573,8.4
35000000,630779,1999,2.35,148,5,6.8
35000000,17967746,2012,2.35,96,14978,5.5
35000000,19282590,2006,2.35,93,5377,5.7
35000000,11106,2015,2.126976154,109,1982,4.5
35000000,11106,2015,2.126976154,109,1980,4.5
34800000,62831715,2011,2.35,89,843,4.9
34000000,348319861,2014,2.35,113,1783,6.8
34000000,63802928,2015,2.35,128,3386,7.1
34000000,32014993,1993,2.35,139,1068,7.2
34000000,11263966,1999,2.35,102,1274,5.2
34000000,10672566,1999,1.85,109,52621,5.3
34000000,10672566,1999,1.85,109,52621,5.3
34000000,6543194,2000,2.35,114,1778,5.6
34000000,10392666,2013,2.35,85,369,6.3
33000000,236500000,1992,2.35,138,14619,7.6
33000000,173559438,2000,1.85,99,1790,5.1
33000000,79958599,2001,2.35,101,5942,5.5
33000000,165552290,2012,2.35,99,4863,6.5
33000000,54533774,2004,2.35,140,2114,6.5
33000000,41495213,2012,2.35,94,27759,6.5
33000000,21621188,2008,2.35,113,391,6
33000000,8408835,1999,2.35,124,13093,6
33000000,27610873,2005,2.35,118,2859,6.8
33000000,357687,2013,2.35,105,1843,7.1
32500000,572705079,1983,2.35,134,13649,8.4
32500000,113019290,2008,1.85,124,14504,7.6
32500000,48425971,2013,2.35,89,74181,5.6
32500000,24159934,2012,1.85,98,4151,5.6
32000000,220236410,2003,1.85,97,43354,6.9
32000000,152036382,1996,2.35,123,5975,6.4
32000000,126539117,2013,2.35,107,38751,6.7
32000000,116898028,2002,1.85,99,2916,5.1
32000000,99296462,2006,1.85,92,1729,5.7
32000000,59450353,1988,1.85,101,18734,7
32000000,70587268,2010,2.35,107,31529,6.2
32000000,140428499,2011,1.85,93,16034,7.5
32000000,89441732,1999,2.35,103,3004,6.2
32000000,82339483,2000,2.35,129,36069,7.2
32000000,82332450,2011,2.35,113,3500,4.4
32000000,36299670,1993,1.85,120,2054,7.1
32000000,77593167,2007,2.35,98,10938,6.4
32000000,94875000,1979,2.35,142,20201,5.9
32000000,39498360,2005,2.35,98,1400,6.9
32000000,61477797,2005,1.85,96,12754,7.5
32000000,27392609,2013,2.35,100,32094,5.9
32000000,18552460,1995,1.85,107,29743,6.4
32000000,29948322,2004,2.35,90,961,5.9
32000000,43603990,2010,2.35,102,2961,6.3
32000000,16640210,1999,2.35,121,13040,6.8
32000000,18195238,2010,2.35,119,2925,6.3
32000000,4357406,1996,1.85,110,3864,5.3
32000000,3588602,1997,1.33,75,7394,6.9
32000000,2899970,1999,2.35,132,16878,6.9
32000000,1308696,2006,1.66,105,2355,6.1
31500000,81250488,1979,2.35,289,25313,8.5
31500000,35643433,2016,2.35,113,10910,6.3
31000000,160558438,2012,2.35,138,20952,7.3
31000000,106282604,1995,2.35,143,2223,7.3
31000000,258210860,1985,1.85,161,12518,7.2
31000000,210300000,1979,2.35,126,1008,6.3
31000000,164350409,2014,1.37,99,15082,8.1
31000000,100655892,2015,2.35,99,40312,6.1
31000000,68079671,2000,2.35,118,4045,7.3
31000000,30885781,2001,2.35,101,13811,6.9
31000000,15826984,2010,1.85,106,17560,6.5
30000000,364545516,1995,1.85,74,19046,8.3
30000000,306776732,2002,1.85,113,813,7.2
30000000,228641283,1999,1.85,93,26760,6.4
30000000,286500000,2001,1.85,108,7872,6.4
30000000,197618160,2012,2.35,104,18322,6.8
30000000,283200000,1994,2.35,116,20966,7.2
30000000,200500000,1990,2.35,135,2575,7.6
30000000,177025498,2013,1.85,132,20035,7.2
30000000,136706683,2000,2.35,120,54877,7.8
30000000,212453431,2009,1.85,112,2639,8
30000000,167791704,2004,2.35,92,4730,6.7
30000000,167791704,2004,2.35,92,4730,6.7
30000000,191502246,1991,1.85,99,3696,6.8
30000000,212400000,1995,2.35,90,2203,6.3
30000000,165334774,2001,1.85,111,13645,6.2
30000000,176885658,1999,1.85,103,24333,6.7
30000000,181489203,1996,1.85,103,3143,6.2
30000000,232016402,2004,2.35,132,28830,8.1
30000000,328125643,1995,2.35,127,22678,8.6
30000000,156822020,2003,2.35,138,1942,8
30000000,142051255,2004,1.85,87,20097,7
30000000,166842739,2009,1.85,108,35209,7.4
30000000,116117340,2004,2.35,123,34495,7.9
30000000,169173206,2009,1.85,102,4516,4.2
30000000,160247805,2008,2.35,111,2978,6.1
30000000,103284813,2000,1.85,78,4527,6.1
30000000,74787599,1991,1.85,132,1936,6.6
30000000,92494381,2005,2.35,109,2740,6.9
30000000,160502573,1994,1.85,133,26388,7.5
30000000,170466405,2012,2.35,119,37387,7.4
30000000,115121608,2013,2.35,98,337,6.9
30000000,107054484,2002,1.85,125,1556,7.2
30000000,122529966,2014,1.85,85,18795,5.8
30000000,71172251,2001,1.85,87,2911,5.4
30000000,246100000,1995,1.85,91,1185,6.8
30000000,133085295,2012,2.35,100,19420,6.3
30000000,105173042,2008,1.85,118,16758,7.2
30000000,61950770,2002.130733,1.78,44,3418,8.7
30000000,64170447,2008,1.85,99,6930,6
30000000,81529000,1998,1.85,114,2860,5.9
30000000,115150424,2009,1.85,89,13794,5.4
30000000,65121280,2004,2.35,95,1266,5.9
30000000,96439723,2004,1.85,98,6742,6.1
30000000,162942835,2011,1.85,94,1289,7.7
30000000,197593152,2005,1.85,85,1145,7.5
30000000,155769678,2007,1.85,126,18726,7.1
30000000,114770654,2005,1.85,77,60683,7.4
30000000,82148538,2010,2.35,105,1026,6.5
30000000,83282296,2001,2.35,124,43453,7.6
30000000,52880016,1999,2.35,131,19815,6.1
30000000,88725208,2015,2.35,124,16881,7.5
30000000,70200000,1989,2.35,107,14710,5.4
30000000,62432423,2002,1.85,99,3679,5.1
30000000,51041856,1994,1.85,83,4767,6.4
30000000,129779728,2007,1.85,123,20499,7.8
30000000,152627960,1985,2.35,131,2943,6.3
30000000,89955540,2005,1.85,102,2910,5.2
30000000,78571737,2015,2.39,121,1467,7.6
30000000,45892212,1989,2.35,125,1748,6.6
30000000,54052249,2012,1.85,92,6137,5.1
30000000,42799060,2006,2.35,118,2577,7.2
30000000,69057415,2015,2.35,112,15327,7.2
30000000,165889117,2010,1.85,107,4059,6.2
30000000,91388487,2009,2.35,99,5642,6.6
30000000,70768144,2012,2.35,95,29551,7
30000000,47902566,2003,1.85,111,9638,7.6
30000000,53572822,2006,1.85,113,8362,7.6
30000000,51618420,2002,1.85,104,1165,5.6
30000000,80276156,2007,2.35,113,814,6.6
30000000,38747385,1986,1.85,102,15308,6.9
30000000,41457834,2006,2.35,125,15811,6.9
30000000,81613606,1988,1.85,126,23866,7.6
30000000,84646831,2008,1.85,86,3854,2.7
30000000,38122000,1987,1.37,101,2373,6.6
30000000,51327406,1997,1.85,95,2266,3.7
30000000,61449135,2011,2.35,98,16827,6.1
30000000,65390493,2006,1.85,118,3797,6.7
30000000,102716321,2010,1.85,112,31278,6.7
30000000,46225326,2015,2.35,118,3384,7
30000000,38462071,2001,1.85,94,3664,5.5
30000000,48559999,2009,1.85,79,1594,7.1
30000000,87956618,2014,2.35,118,5697,6.2
30000000,33315804,2014,1.85,139,2060,6.9
30000000,61623819,2012,1.85,131,3479,6.2
30000000,29356757,2004,1.85,111,3239,5.9
30000000,50145607,2011,1.85,63,1002,7.3
30000000,29203383,1998,1.85,108,1023,6.8
30000000,26214846,2003,1.37,85,1653,3.4
30000000,26708196,1998,1.85,127,12785,7
30000000,104283753,2011,1.85,108,3892,5.9
30000000,60772856,2006,2.35,95,2737,5.1
30000000,21827296,2004,1.85,104,4462,5.5
30000000,67255916,2010,2.35,133,11799,7.4
30000000,21758371,2004,2.35,105,4369,5.2
30000000,36040895,2005,2.35,109,3148,6.3
30000000,60512680,2013,2.35,88,5706,5.6
30000000,19035741,1998,2.35,96,3072,6.1
30000000,30962112,2006,1.85,94,15271,4.4
30000000,23676771,2005,2.35,126,20563,7.3
30000000,36722311,2002,2.35,99,22554,5.4
30000000,19892205,1996,1.85,105,6152,5.3
30000000,26857459,2009,1.85,104,2222,5.8
30000000,32955399,2007,2.35,108,16722,5.9
30000000,26323969,2004,1.85,98,18085,5.5
30000000,16295774,1986,1.85,110,3000,4.6
30000000,43440721,2008,1.85,130,5101,6.7
30000000,27147991,2005,2.35,93,2178,5.1
30000000,16910708,2004,2.35,102,23352,4.8
30000000,15358583,2003,1.85,96,977,5.6
30000000,21601257,2004,2.35,114,679,7
30000000,21601257,2004,2.35,114,679,7
30000000,26184400,2005,2.35,150,27829,6.7
30000000,48330757,2013,2.35,107,1643,6.4
30000000,12017369,1999,1.85,100,22006,5.5
30000000,11578022,1999,2.35,100,2497,4.1
30000000,17865209,2001,2.35,109,1297,6.1
30000000,19599974,2013,2.35,118,4253,6.5
30000000,23353111,2011,1.85,86,5393,4.8
30000000,58228460,2009,2.35,100,1100,2.7
30000000,18535575,2005,2.35,108,11519,7
30000000,64352607,2009,1.85,123,11769,6.8
30000000,8845575,2010,2.35,134,1873,7.3
30000000,5321508,1984,1.85,251,24719,8.4
30000000,15313631,2007,2.35,160,22516,7.5
30000000,18765585,2004,2.35,131,16252,7.1
30000000,6460758,2002,1.85,109,2759,6.6
30000000,3252550,2005,1.85,80,21519,4
30000000,35891257,2006,2.35,88,1518,7
30000000,3721988,2011,2.35,129,19620,6.8
30000000,7755686,2006,2.35,87,4473,4.8
30000000,52339566,2009,1.85,91,545,7.2
30000000,929157,2015,2.35,92,29773,5.6
30000000,168832,2014,2.35,110,2725,2
30000000,25199891,2014,2.35,103,2806,5.7
29000000,286995378,2015,1.85,115,13159,6.5
29000000,187707495,2005,2.39,153,1383,7.9
29000000,77975209,2016,1.85,99,23562,5.3
29000000,97413527,2003,1.78,102,46186,6.4
29000000,45336404,2000,1.85,128,5404,6.4
29000000,54045832,1997,1.85,89,2056,5.8
29000000,28452945,2008,2.35,122,6161,7.7
29000000,24716190,2004,1.85,88,2567,4.9
29000000,20146150,2002,1.85,99,4169,5.3
29000000,33013805,2002,2.35,113,810,7.1
29000000,10066366,2009,1.85,120,1500,6.7
29000000,25899797,1987,2.35,147,18855,7.5
29000000,7720745,2016,2.35,110,11534,7.1
28700000,4559569,1999,2.35,112,17873,6.9
28500000,15452978,2005,2.35,94,5085,7.1
28000000,504050219,1992,1.33,90,52970,8
28000000,333080271,1984,2.35,118,11898,7.6
28000000,201867526,2015,2.35,167,2702,7.9
28000000,140894685,1998,1.85,83,3438,5.9
28000000,139109346,1988,2.35,131,40585,8.2
28000000,105159085,2001,2.35,104,17109,6.3
28000000,94050951,2013,2.35,115,1554,6.7
28000000,131459870,2015,2.35,130,57308,7.8
28000000,94500826,2008,1.85,101,3400,6.9
28000000,101379287,2014,2.39,81,47677,6.2
28000000,64474705,2004,2.4,135,1845,7.5
28000000,112914167,2013,2.35,105,35694,6.6
28000000,94728529,2001,2.35,103,17533,5.2
28000000,195300000,1981,2.35,127,2118,6.8
28000000,71430876,2001,2.35,110,14609,7.6
28000000,82183683,2003,2.35,91,3969,7.3
28000000,77477297,2001,1.85,82,37,6.9
28000000,97531134,2010,2.35,117,2357,7.7
28000000,102053581,1994,2.35,99,2010,5.8
28000000,91943956,2007,2.35,104,3497,6.3
28000000,39360491,1993,1.85,96,1275,6.7
28000000,126549607,2005,2.35,135,1083,7.8
28000000,40966716,2011,2.35,83,1987,6.1
28000000,33000377,2000,2.35,99,23344,4.9
28000000,33139618,1982,2.35,117,13877,8.2
28000000,31390587,1995,2.35,139,16125,6.9
28000000,38959900,2014,2.35,123,1286,6.2
28000000,63129909,2013,2.35,103,19168,6.6
28000000,55307857,2007,1.85,117,3681,6.9
28000000,62108587,2014,2.35,114,15428,6.5
28000000,46752858,2010,1.85,94,3436,5.4
28000000,73421224,2014,2.35,100,25387,5.7
28000000,38159905,2006,1.85,103,3211,5.3
28000000,31320293,2000,2.35,97,1805,4.8
28000000,39134983,2001,1.85,81,66,8
28000000,16311335,2016,2.35,108,4710,5.8
28000000,8891623,1999,2.35,119,2171,6.7
28000000,8434601,2001,2.35,98,28867,4.9
28000000,8165213,1997,1.85,89,5535,5.4
28000000,8592432,2015,1.85,107,3944,6.1
28000000,5686694,1997,2.35,134,4,7
28000000,12031443,2008,1.85,110,858,6.5
27500000,219265952,2007,1.85,133,12874,7
27500000,187500000,1983,2.35,131,1898,6.6
27500000,96673002,2009,2.35,109,1775,7.4
27500000,43607627,2008,1.85,114,3565,5.3
27500000,31157914,2012,2.35,118,3389,5.7
27500000,27187653,1984,1.85,164,1334,7.4
27500000,50578411,2006,1.85,92,646,7.4
27500000,26939925,2007,2.35,122,50950,6.8
27500000,15815509,2011,2.35,130,2452,6.9
27000000,96900000,1991,2.35,110,16230,7.2
27000000,73826768,2002,2.35,116,3845,6
27000000,60527873,1997,2.35,115,14322,6.6
27000000,57229890,1980,1.85,148,2566,7.9
27000000,44270131,2008,1.85,119,3525,6.2
27000000,92891935,2016,2.35,98,10894,6.7
27000000,130759651,2002,2.35,101,74,7.1
27000000,80681183,2011,1.85,89,4311,3.6
27000000,31770413,1999,2.35,82,3313,5.6
27000000,55495466,2006,2.35,110,26451,7.8
27000000,55495466,2006,2.35,110,26451,7.8
27000000,21500000,1983,1.85,193,6341,7.9
27000000,27257061,1998,2.35,111,4696,7.7
27000000,45160110,2008,2.35,110,6420,6.9
27000000,28773827,2009,2.35,109,15790,6.2
27000000,13174426,2002.130733,1.33,30,812,8.7
27000000,10618813,1985,1.85,109,960,6.7
27000000,10341093,1998,2.35,123,11969,6
27000000,8712564,2004,1.33,99,1721,5.9
27000000,9352089,2007,1.85,106,2495,6.8
27000000,5204007,2001,2.35,93,1044,6.3
27000000,16566235,2004,2.35,101,4186,6.4
27000000,2412123,2008,2.35,104,71973,5.7
27000000,1545064,2003,1.85,120,3286,6.2
26000000,185904750,2009,1.85,91,2954,5.2
26000000,160822438,2003,1.85,97,3984,6.1
26000000,177344230,2005,1.85,133,8341,7.1
26000000,279500000,1998,2.35,123,1690,7.2
26000000,202000000,1990,1.85,111,2403,6
26000000,102404019,2008,2.35,117,15590,7
26000000,201324422,1993,1.85,125,33865,7.7
26000000,65705772,1998,2.35,121,2747,7
26000000,61308153,1990,2.35,115,10493,6.6
26000000,68613992,2003,2.35,139,5458,7.5
26000000,96666486,2005,2.35,85,1090,6.5
26000000,146850273,2011,1.85,113,23456,5.7
26000000,50800000,1977,2.35,175,669,7.4
26000000,81275291,2013,2.35,129,13573,6.5
26000000,90396664,2003,1.85,90,3172,6.2
26000000,75763814,2000,2.35,107,3066,7.8
26000000,63489752,2004,1.85,109,28493,6.5
26000000,67647574,2010,2.35,100,3889,5.2
26000000,38788828,2002,1.85,94,3917,5.2
26000000,33200000,1985,2.35,133,1154,7.2
26000000,27866213,2014,2.35,118,3197,6.7
26000000,28703083,2004,2.35,100,3742,4.5
26000000,16521410,2001,2.35,118,11662,6
26000000,30601801,2012,2.35,110,2356,6.4
26000000,14469428,2004,1.85,110,2466,5.2
26000000,33713827,2015,2.35,117,17847,6.5
26000000,18496522,2001,1.37,103,12534,6.8
26000000,6154172,2013,2.35,128,36337,6.2
26000000,1083350,1996,1.85,101,2228,6.1
26000000,34246770,2014,1.85,107,1166,5.4
26000000,135436,2015,1.85,100,19068,4
25530000,30593313,1996,2.35,95,616,5.2
25500000,86301599,2005,1.85,129,1565,7.5
25100000,28575778,2008,2.35,129,4264,6.4
25000000,622420667,2004,2.35,120,705,7.1
25000000,441286003,1993,2.35,125,52201,6.9
25000000,412800000,1988,1.85,133,12285,8
25000000,274543085,2008,2.35,116,17347,8.2
25000000,153733265,2014,2.35,99,2394,6.2
25000000,410900000,1992,1.85,129,2551,6.1
25000000,321365567,1993,1.85,185,15233,8.9
25000000,125339088,2003,1.85,95,3500,4.6
25000000,181185387,2004,1.85,93,7800,4.9
25000000,89476265,2004,1.85,98,656730,7.2
25000000,114576403,2003,2.35,97,4692,5.8
25000000,137984788,2007,1.85,96,28071,7.2
25000000,102992536,2001,1.85,82,2251,6
25000000,171302226,2008,1.85,85,3958,7
25000000,142033509,2010,2.35,108,19945,6.3
25000000,78656813,1991,1.85,88,2501,6
25000000,120832383,2012,1.85,105,5740,6.1
25000000,164051250,2007,2.35,122,4738,8.1
25000000,281527158,2001,2.35,97,16999,6.7
25000000,152500343,2000,1.85,121,1323,7.3
25000000,149228078,2011,2.35,108,22739,6.2
25000000,98406855,2012,2.35,109,26625,6.5
25000000,96633833,2012,2.35,101,1852,6.5
25000000,56505065,1993,2.35,134,4453,7.8
25000000,91036760,2000,2.35,115,9082,6.1
25000000,112798051,2006,2.35,86,2420,5.8
25000000,52543354,2013,1.85,100,3202,4.7
25000000,115036108,2004,2.35,101,58823,7.8
25000000,81249176,2011,2.35,117,16606,6.8
25000000,123696741,2005,2.35,101,23328,5.9
25000000,71390601,2008,2.35,97,18789,5.5
25000000,58240458,2003,2.35,102,3037,5
25000000,128745578,2005,2.35,97,17278,6.6
25000000,46743809,1990,1.85,146,24783,8.7
25000000,55090374,2014,2.35,97,36064,6.5
25000000,44942821,1983,2.35,142,16464,8.3
25000000,64594061,1997,1.85,98,2457,6.7
25000000,43984000,1987,2.35,219,2451,7.8
25000000,97030468,2002,1.85,114,12624,7.6
25000000,41076865,1997,2.35,97,2530,6.1
25000000,77208711,2007,2.35,158,533,8.1
25000000,60694737,2002,2.35,85,2908,5.2
25000000,55443032,2003,2.35,80,3017,5.6
25000000,41560117,2005,2.35,119,6862,6.6
25000000,40796145,2002,1.85,86,3001,5.8
25000000,36833473,2001,2.35,98,7945,6.6
25000000,39217912,2014,2.39,124,6393,7
25000000,38351350,2005,2.35,105,3535,5.5
25000000,35990505,2003,2.35,105,16400,5.8
25000000,119923801,2003,2.35,104,1340,5.6
25000000,59183821,2007,1.85,101,2822,5.6
25000000,56434942,2003,2.35,101,6867,5.8
25000000,55279608,2006,1.85,105,20109,6.4
25000000,234981342,2007,1.85,90,794,6.3
25000000,50692188,1998,1.85,89,667,5.3
25000000,66015869,2007,2.35,114,50927,7.5
25000000,70326393,2004,2.35,97,2730,4.6
25000000,38749404,2011,1.85,87,3850,5.7
25000000,82150642,1998,1.85,124,1006,7.5
25000000,29548291,1970,2.35,160,1548,7.5
25000000,29276904,2014,2.35,110,3757,6.8
25000000,28241469,1994,1.85,142,13495,9.3
25000000,32092761,2009,1.85,88,4378,3.5
25000000,39393111,2001,1.85,92,1315,4.8
25000000,32223424,1996,2.35,117,16937,6.9
25000000,25732334,2005,1.85,98,235,6
25000000,39126427,2010,1.85,99,3744,5.6
25000000,29863840,2010,2.35,97,12841,6.4
25000000,22032635,1994,1.85,97,52122,6.8
25000000,47835784,2005,1.85,107,1095,6.6
